45;42,45;41
46;42,45;41
46;42,46;41
46;42,47;42
46;43,47;42
46;43,47;43
47;44,47;43
48;44,47;43
48;44,48;43
48;44,49;44
48;45,49;44
49;45,49;44
49;45,50;44
50;45,50;44
50;45,51;44
51;45,51;44
51;45,52;44
52;45,52;44
53;44,52;44
53;44,52;43
53;44,53;43
54;44,53;43
54;43,53;43
54;43,54;42
54;43,55;43
55;42,54;42
55;42,54;41
55;42,55;41
55;42,56;42
55;42,55;43
55;44,55;43
56;44,56;43
57;44,56;43
57;43,56;43
57;43,57;42
57;43,58;42
57;47,58;48
57;48,58;48
57;48,57;49
56;49,57;49
57;50,57;49
57;50,58;50
57;50,57;51
56;51,57;51
43;0,44;0
43;0,43;1
42;1,43;1
43;2,43;1
43;2,44;2
43;3,44;2
43;3,44;3
43;2,44;4
43;4,44;4
43;5,44;4
43;5,44;5
44;6,44;5
45;6,44;5
45;6,45;5
45;6,46;6
45;7,46;6
46;7,46;6
46;7,47;6
46;7,46;8
46;7,45;7
47;7,47;6
47;7,48;6
48;7,48;6
48;7,49;6
49;7,49;6
50;6,49;6
50;6,49;5
50;6,50;5
51;6,50;5
51;6,51;5
51;6,52;6
51;7,52;6
52;7,52;6
52;7,53;6
52;7,53;7
53;8,53;7
54;8,53;7
54;8,54;7
55;8,54;7
55;8,55;7
56;8,55;7
56;8,56;7
56;8,57;8
56;9,57;8
57;9,57;8
57;9,58;8
57;9,58;9
58;10,58;9
58;10,59;10
58;12,59;12
58;12,58;13
57;13,58;13
57;13,58;14
57;14,58;14
57;15,58;14
58;15,58;14
58;15,59;14
59;15,59;14
59;15,60;14
59;15,60;15
60;16,60;15
61;16,60;15
61;16,61;15
62;16,61;15
62;16,62;15
62;16,63;16
62;15,61;15
62;15,62;14
62;15,63;14
62;15,63;15
63;16,63;15
63;16,64;16
63;17,64;16
64;17,64;16
64;17,65;16
65;17,65;16
62;17,63;16
62;17,63;17
63;18,63;17
63;18,64;18
63;18,63;19
62;19,63;19
63;20,63;19
64;20,63;19
64;19,63;19
46;8,47;8
46;9,47;8
46;9,47;9
46;9,47;10
46;10,47;10
46;11,47;10
46;11,47;11
47;12,47;11
48;12,47;11
48;12,48;11
49;12,49;11
49;12,48;11
49;12,50;12
50;13,50;12
50;13,51;12
51;13,51;12
51;13,52;12
51;13,52;13
51;13,52;14
51;14,52;14
51;14,51;15
50;15,51;15
51;16,51;15
52;16,51;15
52;16,52;15
52;16,53;16
52;17,53;16
52;17,53;17
53;18,53;17
54;18,53;17
54;18,54;17
54;18,55;18
54;19,55;18
54;19,55;19
55;20,55;19
56;20,55;19
56;20,56;19
56;20,57;20
56;21,57;20
57;21,57;20
57;21,58;20
58;21,58;20
58;21,59;20
59;21,59;20
59;21,60;20
60;21,60;20
60;21,61;20
61;21,61;20
61;21,62;20
61;21,62;21
62;22,62;21
62;22,63;22
62;23,63;22
63;23,63;22
64;22,63;22
64;22,63;21
64;22,64;21
65;22,64;21
65;22,65;21
21;14,22;14
21;14,21;15
21;14,20;15
20;14,20;15
20;14,19;15
19;14,19;15
19;14,18;15
18;14,18;15
17;15,18;15
18;16,18;15
18;16,19;16
18;16,18;17
17;17,18;17
17;17,18;18
17;18,18;18
17;18,17;19
16;19,17;19
17;20,17;19
16;21,17;21
17;22,17;21
17;22,18;22
17;23,18;22
17;23,18;23
18;24,18;23
19;24,18;23
19;24,19;23
19;24,20;24
19;25,20;24
19;25,20;25
19;25,20;26
19;26,20;26
19;26,19;27
19;26,18;27
18;26,18;27
18;26,17;27
17;26,17;27
24;18,25;18
24;19,25;18
24;19,25;20
24;19,25;19
24;20,25;20
24;20,24;21
23;21,24;21
24;22,24;21
24;22,25;22
24;23,25;22
24;23,25;23
25;24,25;23
25;24,26;24
25;25,26;24
26;25,26;24
26;25,27;24
26;25,27;25
27;26,27;25
27;26,28;26
27;26,27;27
26;27,27;27
26;27,27;28
26;27,26;28
25;27,26;28
25;27,25;28
24;27,25;28
23;39,23;40
22;39,23;40
22;39,21;40
21;39,21;40
21;39,22;40
20;39,20;40
19;39,20;40
19;40,20;40
19;41,20;40
20;41,20;40
20;41,21;40
20;41,21;41
20;41,21;42
20;41,20;42
20;41,19;41
21;42,21;41
22;42,21;42
22;42,22;41
23;42,22;41
23;42,23;41
24;42,23;41
24;41,23;41
24;41,24;40
24;41,25;40
24;41,25;41
19;41,20;41
20;42,20;41
20;42,21;42
20;42,20;43
20;42,19;43
19;42,19;43
18;43,19;43
18;43,19;44
18;44,19;44
18;44,18;45
17;45,18;45
18;46,18;45
19;46,18;45
19;46,19;45
20;46,19;45
20;46,21;46
20;47,21;46
20;47,21;47
21;48,21;47
21;49,22;48
21;49,22;49
22;50,22;49
23;50,22;49
23;50,23;49
23;50,24;50
23;51,24;51
21;42,22;42
21;43,22;42
21;43,22;43
22;44,22;43
23;44,22;43
23;44,23;43
23;44,24;44
23;45,24;44
23;45,24;45
24;46,24;45
24;46,25;46
24;46,24;47
23;47,24;47
24;48,24;47
24;48,25;48
24;48,24;49
23;49,24;49
24;50,24;49
24;51,25;51
5;18,6;18
5;19,6;18
5;19,6;19
5;20,5;21
4;21,5;21
4;21,5;22
4;22,5;22
4;23,5;22
4;23,5;23
5;24,5;23
5;24,6;24
5;25,6;24
6;25,6;24
6;25,7;25
6;25,7;26
6;25,7;24
6;26,7;26
6;27,7;26
7;27,7;26
7;27,8;26
7;27,8;27
8;28,8;27
8;28,9;28
8;29,9;28
9;29,9;28
10;28,9;28
10;28,9;27
10;28,10;27
10;28,11;28
10;29,11;28
11;29,11;28
12;28,11;28
12;28,11;27
12;28,12;27
13;28,12;27
13;28,13;27
3;7,4;6
3;7,4;7
4;8,4;7
4;8,5;8
4;9,5;8
4;11,5;12
4;12,5;12
4;13,5;12
4;13,5;13
4;13,5;14
6;14,5;14
5;15,5;14
6;14,5;13
6;9,7;9
6;9,7;10
6;10,7;10
6;10,6;11
5;11,6;11
6;12,6;11
6;12,7;12
6;13,7;12
6;13,7;13
7;14,7;13
7;14,8;14
7;14,7;15
6;15,7;15
7;16,7;15
7;16,8;16
7;16,7;17
7;16,6;17
7;16,6;16
10;10,10;11
9;11,10;11
9;11,10;12
9;12,10;12
9;13,10;12
9;13,10;13
10;14,10;13
10;14,11;14
10;15,11;14
10;15,11;15
10;15,11;16
10;16,11;16
10;16,10;17
10;16,9;17
9;16,9;17
9;16,8;17
8;16,8;17
8;16,7;17
